2 840 Fri Mar 03 21:32:00 2006

sim/aircraft/acf_struct	int[10]	y	Pointers	Pointers to the individual aircraft structures.
sim/multiplayer/position/plane3_lon	double	y	degs	position by writing x, y and z.  Also if another plugin is upating plane
sim/multiplayer/position/plane3_el	double	y	meters	position then these will not be accurate unless the plane updates them.
sim/multiplayer/position/plane3_v_x	float	y	m/s	Plane 1 cartesian velocities.  These may not be accurate if another plugin
sim/multiplayer/position/plane3_v_y	float	y	m/s	is controlling the plane andn ot updating this data.  You cannot use these to
sim/multiplayer/position/plane3_v_z	float	y	m/s	manipulate the plane.
sim/multiplayer/position/plane4_lat	double	y	degs	Plane 1 Lat lon and elevation.  NOTE: your plugin must set the plane's
sim/multiplayer/position/plane4_lon	double	y	degs	position by writing x, y and z.  Also if another plugin is upating plane
sim/multiplayer/position/plane4_el	double	y	meters	position then these will not be accurate unless the plane updates them.
sim/multiplayer/position/plane4_v_x	float	y	m/s	Plane 1 cartesian velocities.  These may not be accurate if another plugin
sim/multiplayer/position/plane4_v_y	float	y	m/s	is controlling the plane andn ot updating this data.  You cannot use these to
sim/multiplayer/position/plane4_v_z	float	y	m/s	manipulate the plane.
sim/multiplayer/position/plane5_lat	double	y	degs	Plane 1 Lat lon and elevation.  NOTE: your plugin must set the plane's
sim/multiplayer/position/plane5_lon	double	y	degs	position by writing x, y and z.  Also if another plugin is upating plane
sim/multiplayer/position/plane5_el	double	y	meters	position then these will not be accurate unless the plane updates them.
sim/multiplayer/position/plane5_v_x	float	y	m/s	Plane 1 cartesian velocities.  These may not be accurate if another plugin
sim/multiplayer/position/plane5_v_y	float	y	m/s	is controlling the plane andn ot updating this data.  You cannot use these to
sim/multiplayer/position/plane5_v_z	float	y	m/s	manipulate the plane.
sim/multiplayer/position/plane6_lat	double	y	degs	Plane 1 Lat lon and elevation.  NOTE: your plugin must set the plane's
sim/multiplayer/position/plane6_lon	double	y	degs	position by writing x, y and z.  Also if another plugin is upating plane
sim/multiplayer/position/plane6_el	double	y	meters	position then these will not be accurate unless the plane updates them.
sim/multiplayer/position/plane6_v_x	float	y	m/s	Plane 1 cartesian velocities.  These may not be accurate if another plugin
sim/multiplayer/position/plane6_v_y	float	y	m/s	is controlling the plane andn ot updating this data.  You cannot use these to
sim/multiplayer/position/plane6_v_z	float	y	m/s	manipulate the plane.
sim/multiplayer/position/plane7_lat	double	y	degs	Plane 1 Lat lon and elevation.  NOTE: your plugin must set the plane's
sim/multiplayer/position/plane7_lon	double	y	degs	position by writing x, y and z.  Also if another plugin is upating plane
sim/multiplayer/position/plane7_el	double	y	meters	position then these will not be accurate unless the plane updates them.
sim/multiplayer/position/plane7_v_x	float	y	m/s	Plane 1 cartesian velocities.  These may not be accurate if another plugin
sim/multiplayer/position/plane7_v_y	float	y	m/s	is controlling the plane andn ot updating this data.  You cannot use these to
sim/multiplayer/position/plane7_v_z	float	y	m/s	manipulate the plane.
sim/multiplayer/position/plane8_lat	double	y	degs	Plane 1 Lat lon and elevation.  NOTE: your plugin must set the plane's
sim/multiplayer/position/plane8_lon	double	y	degs	position by writing x, y and z.  Also if another plugin is upating plane
sim/multiplayer/position/plane8_el	double	y	meters	position then these will not be accurate unless the plane updates them.
sim/multiplayer/position/plane8_v_x	float	y	m/s	Plane 1 cartesian velocities.  These may not be accurate if another plugin
sim/multiplayer/position/plane8_v_y	float	y	m/s	is controlling the plane andn ot updating this data.  You cannot use these to
sim/multiplayer/position/plane8_v_z	float	y	m/s	manipulate the plane.
sim/multiplayer/position/plane9_lat	double	y	degs	Plane 1 Lat lon and elevation.  NOTE: your plugin must set the plane's
sim/multiplayer/position/plane9_lon	double	y	degs	position by writing x, y and z.  Also if another plugin is upating plane
sim/multiplayer/position/plane9_el	double	y	meters	position then these will not be accurate unless the plane updates them.
sim/multiplayer/position/plane9_v_x	float	y	m/s	Plane 1 cartesian velocities.  These may not be accurate if another plugin
sim/multiplayer/position/plane9_v_y	float	y	m/s	is controlling the plane andn ot updating this data.  You cannot use these to
sim/multiplayer/position/plane9_v_z	float	y	m/s	manipulate the plane.
sim/network/dataout/dump_next_cycle	int	y	boolean	Are we dumping cycle data?
sim/network/dataout/network_data_rate	int	y	hz	Rate to send data over UDP at
sim/network/dataout/data_to_internet	int[200]	y	boolean	Enable data output of this data ref to internet
sim/network/dataout/data_to_disk	int[200]	y	boolean	Enable data output of this data ref to disk file
sim/network/dataout/data_to_graph	int[200]	y	boolean	Enable data output of this data ref to graph
sim/network/dataout/data_to_screen	int[200]	y	boolean	Enable data output of this data ref to screen
sim/network/dataout/dump_parts_props	int	y	boolean	Dump extra prop data to screen
sim/network/dataout/dump_parts_wings	int	y	boolean	Dump wing prop data to screen
sim/network/dataout/dump_parts_vstabs	int	y	boolean	Dump vertical stabilizer prop data to screen
sim/network/misc/opentransport_inited	int	y	boolean	Has x-plane already inited Open Transport?
sim/network/misc/connection_handshake	int	n	enum	Status of connection, 0 = no connection, 1 = half up, 2 = all up
sim/network/misc/network_time_sec	float	n	seconds	The current elapsed time synched across the network
sim/physics/earth_mu	float	n	m^3/s^2	The earth's mass-gravity constant
sim/physics/mars_mu	float	n	m^3/s^2	Mars's mass-gravity constant
sim/physics/earth_radius_m	float	n	meters	Earth's radius
sim/physics/mars_radius_m	float	n	meters	Mars' radius
sim/physics/earth_temp_c	float	n	celsius	Average sea level temp on earth
sim/physics/mars_temp_c	float	n	celsius	Average sea level temp on Mars (sea?)
sim/physics/earth_pressure_p	float	n	pascals	average pressure at sea level, earth
sim/physics/mars_pressure_p	float	n	pascals	average pressure at sea level, mars
sim/physics/rho_sea_level	float	n	???	rho at sea level
sim/physics/mu_air	float	n	???	viscosity of air for Re determination
sim/physics/g_sealevel	float	n	???	gravitational acceleration of earth AT SEA LEVEL
sim/physics/pi	float	n	radians	pi - Austin sez plugins may no longer change the value of PI.
sim/physics/double_pi	float	n	radians	pi * 2
sim/physics/half_pi	float	n	radians	pi / 2
sim/physics/R	float	n	???	R (gas constant)
sim/physics/rho_water	float	n	???	rho of water
sim/physics/speed_light_m_sec	float	n	m/sec	speed of light; do not exceed!
sim/operation/failures/hydraulic_pressure_ratio	float	n	ratio	Hydraulic pressure ratio
sim/operation/failures/hydraulic_pressure_ratio2	float	n	ratio	Hydraulic pressure ratio
sim/operation/failures/oil_power_thrust_ratio	float[8]	n	ratio	Oil power or thrust ratio
sim/operation/failures/mean_time_between_failure_hrs	float	y	hours	Mean time between failures
sim/operation/failures/ram_air_turbine_on	int	y	boolean	Ram air turbine is on?
sim/operation/failures/failures	int[137]	y	enum	137 separate failure codes
sim/operation/failures/comp_fail_stat	int[8]	y	bitarray	This was the fail stats bit packed - do not use it!
sim/operation/failures/rel_vasi	int	y	enum	VASIs
sim/operation/failures/rel_app_lites	int	y	enum	Approach lites
sim/operation/failures/rel_rwy_lites	int	y	enum	Runway lites
sim/operation/failures/rel_conlock	int	y	enum	Controls locked
sim/operation/failures/rel_fuelcap	int	y	enum	Fuel Cap
sim/operation/failures/rel_vacuum	int	y	enum	Vaccum System 1
sim/operation/failures/rel_vacuum2	int	y	enum	Vaccum System 2
sim/operation/failures/rel_pitot	int	y	enum	Pitot 1
sim/operation/failures/rel_pitot2	int	y	enum	Pitot 2
sim/operation/failures/rel_static	int	y	enum	Static 1
sim/operation/failures/rel_static2	int	y	enum	Static 2
sim/operation/failures/rel_static1_err	int	y	enum	Static system 1 
sim/operation/failures/rel_static2_err	int	y	enum	Static system 2
sim/operation/failures/rel_esys	int	y	enum	Electrical System (Bus 1)
sim/operation/failures/rel_esys2	int	y	enum	Electrical System (Bus 2)
sim/operation/failures/rel_invert0	int	y	enum	Inverter 1
sim/operation/failures/rel_invert1	int	y	enum	Inverter 2
sim/operation/failures/rel_ss_asi	int	y	enum	Airspeed Indicator
sim/operation/failures/rel_ss_ahz	int	y	 	enum
sim/operation/failures/rel_ss_alt	int	y	enum	Altimeter
sim/operation/failures/rel_ss_tsi	int	y	enum	Turn indicator
sim/operation/failures/rel_ss_dgy	int	y	enum	Directional Gyro
sim/operation/failures/rel_ss_vvi	int	y	enum	Vertical Velocity Indicator
sim/operation/failures/rel_efis_1	int	y	enum	Primary EFIS
sim/operation/failures/rel_efis_2	int	y	enum	Secondary EFIS
sim/operation/failures/rel_nav1	int	y	enum	Nav-1 radio
sim/operation/failures/rel_nav2	int	y	enum	Nav-2 radio
sim/operation/failures/rel_adf1	int	y	enum	ADF 1 (only one ADF failure in 830!)
sim/operation/failures/rel_adf2	int	y	enum	ADF 2
sim/operation/failures/rel_gps	int	y	enum	GPS
sim/operation/failures/rel_dme	int	y	enum	DME
sim/operation/failures/rel_loc	int	y	enum	Localizer
sim/operation/failures/rel_gls	int	y	enum	Glide Slope
sim/operation/failures/rel_xpndr	int	y	enum	Transponder failure
sim/operation/failures/rel_hydsys0	int	y	enum	Hydraulic System 1 (general?)
sim/operation/failures/rel_hydsys2	int	y	enum	Hydraulic System 2 (general?)
sim/operation/failures/rel_hydpmp	int	y	enum	Hydraulic System 1 (pump fail)
sim/operation/failures/rel_hydpmp2	int	y	enum	Hydraulic System 2 (pump fail)
sim/operation/failures/rel_hydleak	int	y	enum	Hydraulic System 1 (leak)
sim/operation/failures/rel_hydleak2	int	y	enum	Hydraulic System 2 (leak)
sim/operation/failures/rel_hydoverp	int	y	enum	Hydraulic System 1 (over pressure)
sim/operation/failures/rel_hydoverp2	int	y	enum	Hydraulic System 2 (over pressure)
sim/operation/failures/rel_fc_ail_L	int	y	enum	Roll left control
sim/operation/failures/rel_fc_ail_R	int	y	enum	Roll Right Control
sim/operation/failures/rel_fc_elv_U	int	y	enum	Pitch Up Control
sim/operation/failures/rel_fc_elv_D	int	y	enum	Pitch Down Control
sim/operation/failures/rel_fc_rud_L	int	y	enum	Yaw Left Control
sim/operation/failures/rel_fc_rud_R	int	y	enum	Yaw Right control
sim/operation/failures/rel_trim_ail	int	y	enum	roll trim
sim/operation/failures/rel_trim_elv	int	y	enum	Pitch Trim
sim/operation/failures/rel_trim_rud	int	y	enum	Yaw Trim
sim/operation/failures/rel_fc_L_flp	int	y	enum	Left flap activate
sim/operation/failures/rel_fc_R_flp	int	y	enum	Right Flap activate
sim/operation/failures/rel_L_flp_off	int	y	enum	Left flap remove
sim/operation/failures/rel_R_flp_off	int	y	enum	Right flap remove
sim/operation/failures/rel_gear_act	int	y	enum	Landing Gear actuator
sim/operation/failures/rel_flap_act	int	y	enum	Flap Actuator
sim/operation/failures/rel_lagear1	int	y	enum	Landing Gear 1 retract
sim/operation/failures/rel_lagear2	int	y	enum	Landing Gear 2 retract
sim/operation/failures/rel_lagear3	int	y	enum	Landing Gear 3 retract
sim/operation/failures/rel_lagear4	int	y	enum	Landing Gear 4 retract
sim/operation/failures/rel_lagear5	int	y	enum	Landing Gear 5 retract
sim/operation/failures/rel_tire1	int	y	enum	Landing gear 1 tire blowout
sim/operation/failures/rel_tire2	int	y	enum	Landing gear 2 tire blowout
sim/operation/failures/rel_tire3	int	y	enum	Landing gear 3 tire blowout
sim/operation/failures/rel_tire4	int	y	enum	Landing gear 4 tire blowout
sim/operation/failures/rel_tire5	int	y	enum	Landing gear 5 tire blowout
sim/operation/failures/rel_lbrakes	int	y	enum	Left Brakes
sim/operation/failures/rel_rbrakes	int	y	enum	Right Brakes
sim/operation/failures/rel_fc_slt	int	y	enum	Slats
sim/operation/failures/rel_antice	int	y	enum	Anti-ice
sim/operation/failures/rel_clights	int	y	enum	Cockpit Lights
sim/operation/failures/rel_stbaug	int	y	enum	Stability Augmentation
sim/operation/failures/rel_otto	int	y	enum	AutoPilot
sim/operation/failures/rel_trotor	int	y	enum	tail rotor transmission
sim/operation/failures/rel_feather	int	y	enum	Autofeather system inop
sim/operation/failures/rel_throt_lo	int	y	enum	Throttle inop giving min thrust
sim/operation/failures/rel_throt_now	int	y	enum	Throttle inop stuck at current thrust
sim/operation/failures/rel_fc_thr	int	y	enum	Throttle failure - LEGACY - now mapped to rel_throt_now.
sim/operation/failures/rel_throt_hi	int	y	enum	Throttle inop giving max thrust
sim/operation/failures/rel_APU_press	int	y	enum	APU is not providing bleed air for engine start or pressurization
sim/operation/failures/rel_depres_slow	int	y	enum	Slow cabin leak - descend or black out
sim/operation/failures/rel_depres_fast	int	y	enum,	catastrophic decompression - yer dead
sim/operation/failures/rel_engfai0	int	y	enum	Engine Failure - engine 1 loss of power without smoke
sim/operation/failures/rel_engfai1	int	y	enum	Engine Failure - engine 2
sim/operation/failures/rel_engfai2	int	y	enum	Engine Failure - engine 3
sim/operation/failures/rel_engfai3	int	y	enum	Engine Failure - engine 4
sim/operation/failures/rel_engfai4	int	y	enum	Engine Failure - engine 5
sim/operation/failures/rel_engfai5	int	y	enum	Engine Failure - engine 6
sim/operation/failures/rel_engfai6	int	y	enum	Engine Failure - engine 7
sim/operation/failures/rel_engfai7	int	y	enum	Engine Failure - engine 8
sim/operation/failures/rel_engsep0	int	y	enum	Engine Separation - engine 1
sim/operation/failures/rel_engsep1	int	y	enum	Engine Separation - engine 2
sim/operation/failures/rel_engsep2	int	y	enum	Engine Separation - engine 3
sim/operation/failures/rel_engsep3	int	y	enum	Engine Separation - engine 4
sim/operation/failures/rel_engsep4	int	y	enum	Engine Separation - engine 5
sim/operation/failures/rel_engsep5	int	y	enum	Engine Separation - engine 6
sim/operation/failures/rel_engsep6	int	y	enum	Engine Separation - engine 7
sim/operation/failures/rel_engsep7	int	y	enum	Engine Separation - engine 8
sim/operation/failures/rel_pshaft0	int	y	enum	Drive Shaft - engine 1
sim/operation/failures/rel_pshaft1	int	y	enum	Drive Shaft - engine 2
sim/operation/failures/rel_pshaft2	int	y	enum	Drive Shaft - engine 3
sim/operation/failures/rel_pshaft3	int	y	enum	Drive Shaft - engine 4
sim/operation/failures/rel_pshaft4	int	y	enum	Drive Shaft - engine 5
sim/operation/failures/rel_pshaft5	int	y	enum	Drive Shaft - engine 6
sim/operation/failures/rel_pshaft6	int	y	enum	Drive Shaft - engine 7
sim/operation/failures/rel_pshaft7	int	y	enum	Drive Shaft - engine 8
sim/operation/failures/rel_seize_0	int	y	enum	Engine Seize - engine 1
sim/operation/failures/rel_seize_1	int	y	enum	Engine Seize - engine 2
sim/operation/failures/rel_seize_2	int	y	enum	Engine Seize - engine 3
sim/operation/failures/rel_seize_3	int	y	enum	Engine Seize - engine 4
sim/operation/failures/rel_seize_4	int	y	enum	Engine Seize - engine 5
sim/operation/failures/rel_seize_5	int	y	enum	Engine Seize - engine 6
sim/operation/failures/rel_seize_6	int	y	enum	Engine Seize - engine 7
sim/operation/failures/rel_seize_7	int	y	enum	Engine Seize - engine 8
sim/operation/failures/rel_engfir0	int	y	enum	Engine Failure - engine 1 Fire
sim/operation/failures/rel_engfir1	int	y	enum	Engine Failure - engine 2 Fire
sim/operation/failures/rel_engfir2	int	y	enum	Engine Failure - engine 3 Fire
sim/operation/failures/rel_engfir3	int	y	enum	Engine Failure - engine 4 Fire
sim/operation/failures/rel_engfir4	int	y	enum	Engine Failure - engine 5 Fire
sim/operation/failures/rel_engfir5	int	y	enum	Engine Failure - engine 6 Fire
sim/operation/failures/rel_engfir6	int	y	enum	Engine Failure - engine 7 Fire
sim/operation/failures/rel_engfir7	int	y	enum	Engine Failure - engine 8 Fire
sim/operation/failures/rel_comsta0	int	y	enum	Engine Compressor Stall - engine 1
sim/operation/failures/rel_comsta1	int	y	enum	Engine Compressor Stall - engine 2
sim/operation/failures/rel_comsta2	int	y	enum	Engine Compressor Stall - engine 3
sim/operation/failures/rel_comsta3	int	y	enum	Engine Compressor Stall - engine 4
sim/operation/failures/rel_comsta4	int	y	enum	Engine Compressor Stall - engine 5
sim/operation/failures/rel_comsta5	int	y	enum	Engine Compressor Stall - engine 6
sim/operation/failures/rel_comsta6	int	y	enum	Engine Compressor Stall - engine 7
sim/operation/failures/rel_comsta7	int	y	enum	Engine Compressor Stall - engine 8
sim/operation/failures/rel_oilpmp0	int	y	enum	Oil Pump - engine 1
sim/operation/failures/rel_oilpmp1	int	y	enum	Oil Pump - engine 2
sim/operation/failures/rel_oilpmp2	int	y	enum	Oil Pump - engine 3
sim/operation/failures/rel_oilpmp3	int	y	enum	Oil Pump - engine 4
sim/operation/failures/rel_oilpmp4	int	y	enum	Oil Pump - engine 5
sim/operation/failures/rel_oilpmp5	int	y	enum	Oil Pump - engine 6
sim/operation/failures/rel_oilpmp6	int	y	enum	Oil Pump - engine 7
sim/operation/failures/rel_oilpmp7	int	y	enum	Oil Pump - engine 8
sim/operation/failures/rel_fuepmp0	int	y	enum	Fuel Pump - engine 1
sim/operation/failures/rel_fuepmp1	int	y	enum	Fuel Pump - engine 2
sim/operation/failures/rel_fuepmp2	int	y	enum	Fuel Pump - engine 3
sim/operation/failures/rel_fuepmp3	int	y	enum	Fuel Pump - engine 4
sim/operation/failures/rel_fuepmp4	int	y	enum	Fuel Pump - engine 5
sim/operation/failures/rel_fuepmp5	int	y	enum	Fuel Pump - engine 6
sim/operation/failures/rel_fuepmp6	int	y	enum	Fuel Pump - engine 7
sim/operation/failures/rel_fuepmp7	int	y	enum	Fuel Pump - engine 8
sim/operation/failures/rel_genera0	int	y	enum	Generator - engine 1
sim/operation/failures/rel_genera1	int	y	enum	Generator - engine 2
sim/operation/failures/rel_genera2	int	y	enum	Generator - engine 3
sim/operation/failures/rel_genera3	int	y	enum	Generator - engine 4
sim/operation/failures/rel_genera4	int	y	enum	Generator - engine 5
sim/operation/failures/rel_genera5	int	y	enum	Generator - engine 6
sim/operation/failures/rel_genera6	int	y	enum	Generator - engine 7
sim/operation/failures/rel_genera7	int	y	enum	Generator - engine 8
sim/operation/failures/rel_fadec_0	int	y	enum	Fadec - engine 1
sim/operation/failures/rel_fadec_1	int	y	enum	Fadec - engine 2
sim/operation/failures/rel_fadec_2	int	y	enum	Fadec - engine 3
sim/operation/failures/rel_fadec_3	int	y	enum	Fadec - engine 4
sim/operation/failures/rel_fadec_4	int	y	enum	Fadec - engine 5
sim/operation/failures/rel_fadec_5	int	y	enum	Fadec - engine 6
sim/operation/failures/rel_fadec_6	int	y	enum	Fadec - engine 7
sim/operation/failures/rel_fadec_7	int	y	enum	Fadec - engine 8
sim/operation/failures/rel_runITT0	int	y	enum	Runway Hot ITT - engine 1
sim/operation/failures/rel_runITT1	int	y	enum	Runway Hot ITT - engine 2
sim/operation/failures/rel_runITT2	int	y	enum	Runway Hot ITT - engine 3
sim/operation/failures/rel_runITT3	int	y	enum	Runway Hot ITT - engine 4
sim/operation/failures/rel_runITT4	int	y	enum	Runway Hot ITT - engine 5
sim/operation/failures/rel_runITT5	int	y	enum	Runway Hot ITT - engine 6
sim/operation/failures/rel_runITT6	int	y	enum	Runway Hot ITT - engine 7
sim/operation/failures/rel_runITT7	int	y	enum	Runway Hot ITT - engine 8
sim/operation/failures/rel_fuelfl0	int	y	enum	Fuel Flow Fluctuation - engine 1
sim/operation/failures/rel_fuelfl1	int	y	enum	Fuel Flow Fluctuation - engine 2
sim/operation/failures/rel_fuelfl2	int	y	enum	Fuel Flow Fluctuation - engine 3
sim/operation/failures/rel_fuelfl3	int	y	enum	Fuel Flow Fluctuation - engine 4
sim/operation/failures/rel_fuelfl4	int	y	enum	Fuel Flow Fluctuation - engine 5
sim/operation/failures/rel_fuelfl5	int	y	enum	Fuel Flow Fluctuation - engine 6
sim/operation/failures/rel_fuelfl6	int	y	enum	Fuel Flow Fluctuation - engine 7
sim/operation/failures/rel_fuelfl7	int	y	enum	Fuel Flow Fluctuation - engine 8
sim/operation/failures/rel_magLFT0	int	y	enum	Left Magento Fail - engine 1
sim/operation/failures/rel_magLFT1	int	y	enum	Left Magento Fail - engine 2
sim/operation/failures/rel_magLFT2	int	y	enum	Left Magento Fail - engine 3
sim/operation/failures/rel_magLFT3	int	y	enum	Left Magento Fail - engine 4
sim/operation/failures/rel_magLFT4	int	y	enum	Left Magento Fail - engine 5
sim/operation/failures/rel_magLFT5	int	y	enum	Left Magento Fail - engine 6
sim/operation/failures/rel_magLFT6	int	y	enum	Left Magento Fail - engine 7
sim/operation/failures/rel_magLFT7	int	y	enum	Left Magento Fail - engine 8
sim/operation/failures/rel_magRGT0	int	y	enum	Right Magento Fail - engine 1
sim/operation/failures/rel_magRGT1	int	y	enum	Right Magento Fail - engine 2
sim/operation/failures/rel_magRGT2	int	y	enum	Right Magento Fail - engine 3
sim/operation/failures/rel_magRGT3	int	y	enum	Right Magento Fail - engine 4
sim/operation/failures/rel_magRGT4	int	y	enum	Right Magento Fail - engine 5
sim/operation/failures/rel_magRGT5	int	y	enum	Right Magento Fail - engine 6
sim/operation/failures/rel_magRGT6	int	y	enum	Right Magento Fail - engine 7
sim/operation/failures/rel_magRGT7	int	y	enum	Right Magento Fail - engine 8
sim/operation/failures/rel_aftbur0	int	y	enum	Afterburners - engine 1
sim/operation/failures/rel_aftbur1	int	y	enum	Afterburners - engine 2
sim/operation/failures/rel_aftbur2	int	y	enum	Afterburners - engine 3
sim/operation/failures/rel_aftbur3	int	y	enum	Afterburners - engine 4
sim/operation/failures/rel_aftbur4	int	y	enum	Afterburners - engine 5
sim/operation/failures/rel_aftbur5	int	y	enum	Afterburners - engine 6
sim/operation/failures/rel_aftbur6	int	y	enum	Afterburners - engine 7
sim/operation/failures/rel_aftbur7	int	y	enum	Afterburners - engine 8
sim/operation/failures/rel_revdep0	int	y	enum	Thrust Reversers - engine 1
sim/operation/failures/rel_revdep1	int	y	enum	Thrust Reversers - engine 2
sim/operation/failures/rel_revdep2	int	y	enum	Thrust Reversers - engine 3
sim/operation/failures/rel_revdep3	int	y	enum	Thrust Reversers - engine 4
sim/operation/failures/rel_revdep4	int	y	enum	Thrust Reversers - engine 5
sim/operation/failures/rel_revdep5	int	y	enum	Thrust Reversers - engine 6
sim/operation/failures/rel_revdep6	int	y	enum	Thrust Reversers - engine 7
sim/operation/failures/rel_revdep7	int	y	enum	Thrust Reversers - engine 8
sim/operation/failures/rel_lobatt0	int	y	enum	Low Battery - engine 1
sim/operation/failures/rel_lobatt1	int	y	enum	Low Battery - engine 2
sim/operation/failures/rel_lobatt2	int	y	enum	Low Battery - engine 3
sim/operation/failures/rel_lobatt3	int	y	enum	Low Battery - engine 4
sim/operation/failures/rel_lobatt4	int	y	enum	Low Battery - engine 5
sim/operation/failures/rel_lobatt5	int	y	enum	Low Battery - engine 6
sim/operation/failures/rel_lobatt6	int	y	enum	Low Battery - engine 7
sim/operation/failures/rel_lobatt7	int	y	enum	Low Battery - engine 8
sim/operation/failures/rel_wing1L	int	y	enum	Wing separations - left wing 1
sim/operation/failures/rel_wing1R	int	y	enum	Wing separations - right wing 1
sim/operation/failures/rel_wing2L	int	y	enum	Wing separations - left wing 2
sim/operation/failures/rel_wing2R	int	y	enum	Wing separations - right wing 2
sim/operation/failures/rel_wing3L	int	y	enum	Wing separations - left wing 3
sim/operation/failures/rel_wing3R	int	y	enum	Wing separations - right wing 3
sim/operation/failures/rel_wing4L	int	y	enum	Wing separations - left wing 4
sim/operation/failures/rel_wing4R	int	y	enum	Wing separations - right wing 4
sim/operation/failures/rel_hstbL	int	y	enum	Left horizontal stabilizer separate
sim/operation/failures/rel_hstbR	int	y	enum	Right horizontal stabilizer separate
sim/operation/failures/rel_vstb1	int	y	enum	Vertical stabilizer 1 separate
sim/operation/failures/rel_vstb2	int	y	enum	Vertical stabilizer 2 separate
sim/operation/failures/rel_mwing1	int	y	enum	Misc wing 1 separate
sim/operation/failures/rel_mwing2	int	y	enum	Misc wing 2 separate
sim/operation/failures/rel_mwing3	int	y	enum	Misc wing 3 separate
sim/operation/failures/rel_mwing4	int	y	enum	Misc wing 4 separate
sim/operation/failures/rel_mwing5	int	y	enum	Misc wing 5 separate
sim/operation/failures/rel_mwing6	int	y	enum	Misc wing 6 separate
sim/operation/failures/rel_mwing7	int	y	enum	Misc wing 7 separate
sim/operation/failures/rel_mwing8	int	y	enum	Misc wing 8 separate
sim/operation/failures/rel_pyl1a	int	y	enum	Engine Pylon 1a Separate
sim/operation/failures/rel_pyl2a	int	y	enum	Engine Pylon 2a Separate
sim/operation/failures/rel_pyl3a	int	y	enum	Engine Pylon 3a Separate
sim/operation/failures/rel_pyl4a	int	y	enum	Engine Pylon 4a Separate
sim/operation/failures/rel_pyl5a	int	y	enum	Engine Pylon 5a Separate
sim/operation/failures/rel_pyl6a	int	y	enum	Engine Pylon 6a Separate
sim/operation/failures/rel_pyl7a	int	y	enum	Engine Pylon 7a Separate
sim/operation/failures/rel_pyl8a	int	y	enum	Engine Pylon 8a Separate
sim/operation/failures/rel_pyl1b	int	y	enum	Engine Pylon 1b Separate
sim/operation/failures/rel_pyl2b	int	y	enum	Engine Pylon 2b Separate
sim/operation/failures/rel_pyl3b	int	y	enum	Engine Pylon 3b Separate
sim/operation/failures/rel_pyl4b	int	y	enum	Engine Pylon 4b Separate
sim/operation/failures/rel_pyl5b	int	y	enum	Engine Pylon 5b Separate
sim/operation/failures/rel_pyl6b	int	y	enum	Engine Pylon 6b Separate
sim/operation/failures/rel_pyl7b	int	y	enum	Engine Pylon 7b Separate
sim/operation/failures/rel_pyl8b	int	y	enum	Engine Pylon 8b Separate
sim/operation/failures/rel_instrument	int[300]	y	enum	Failures for every panel instrument.  Based on instrument index number.  (WARNING: this is a risky thing to use.)
sim/operation/failures/rel_invert1	int	y	enum	Inverter - engine 2
sim/operation/failures/rel_invert2	int	y	enum	Inverter - engine 3
sim/operation/failures/rel_invert3	int	y	enum	Inverter - engine 4
sim/operation/failures/rel_invert4	int	y	enum	Inverter - engine 5
sim/operation/failures/rel_invert5	int	y	enum	Inverter - engine 6
sim/operation/failures/rel_invert6	int	y	enum	Inverter - engine 7
sim/operation/failures/rel_invert7	int	y	enum	Inverter - engine 8
sim/operation/failures/rel_ENGind0	int	y	enum	Panel Indicator Inop - all engine 1
sim/operation/failures/rel_ENGind1	int	y	enum	Panel Indicator Inop - all engine 2
sim/operation/failures/rel_ENGind2	int	y	enum	Panel Indicator Inop - all engine 3
sim/operation/failures/rel_ENGind3	int	y	enum	Panel Indicator Inop - all engine 4
sim/operation/failures/rel_ENGind4	int	y	enum	Panel Indicator Inop - all engine 5
sim/operation/failures/rel_ENGind5	int	y	enum	Panel Indicator Inop - all engine 6
sim/operation/failures/rel_ENGind6	int	y	enum	Panel Indicator Inop - all engine 7
sim/operation/failures/rel_ENGind7	int	y	enum	Panel Indicator Inop - all engine 8
sim/operation/failures/rel_PRPind0	int	y	enum	Panel Indicator Inop - all prop 1
sim/operation/failures/rel_PRPind1	int	y	enum	Panel Indicator Inop - all prop 2
sim/operation/failures/rel_PRPind2	int	y	enum	Panel Indicator Inop - all prop 3
sim/operation/failures/rel_PRPind3	int	y	enum	Panel Indicator Inop - all prop 4
sim/operation/failures/rel_PRPind4	int	y	enum	Panel Indicator Inop - all prop 5
sim/operation/failures/rel_PRPind5	int	y	enum	Panel Indicator Inop - all prop 6
sim/operation/failures/rel_PRPind6	int	y	enum	Panel Indicator Inop - all prop 7
sim/operation/failures/rel_PRPind7	int	y	enum	Panel Indicator Inop - all prop 8
sim/operation/failures/rel_N1_ind0	int	y	enum	Panel Indicator Inop - N1 engine 1
sim/operation/failures/rel_N1_ind1	int	y	enum	Panel Indicator Inop - N1 engine 2
sim/operation/failures/rel_N1_ind2	int	y	enum	Panel Indicator Inop - N1 engine 3
sim/operation/failures/rel_N1_ind3	int	y	enum	Panel Indicator Inop - N1 engine 4
sim/operation/failures/rel_N1_ind4	int	y	enum	Panel Indicator Inop - N1 engine 5
sim/operation/failures/rel_N1_ind5	int	y	enum	Panel Indicator Inop - N1 engine 6
sim/operation/failures/rel_N1_ind6	int	y	enum	Panel Indicator Inop - N1 engine 7
